res15_svr,res30_svr,res45_svr,res15_mlp,res30_mlp,res45_mlp
22584.393714718502,22584.393714718502,22584.393714718502,24299.599853610678,24299.599853610678,24299.599853610678
22585.375053984324,22585.375053984324,22585.375053984324,24170.8449756424,24170.8449756424,24170.8449756424
22586.230749722374,22586.230749722374,22586.230749722374,24031.69925000811,24031.69925000811,24031.69925000811
22586.97539645815,22586.97539645815,22586.97539645815,23882.301568610976,23882.301568610976,23882.301568610976
22587.622109503624,22587.622109503624,22587.622109503624,23723.269998722408,23723.269998722408,23723.269998722408
22588.182644712015,22588.182644712015,22588.182644712015,23555.891717418486,23555.891717418486,23555.891717418486
22588.667512609365,22588.667512609365,22588.667512609365,23382.377495166904,23382.377495166904,23382.377495166904
22589.08608658183,22589.08608658183,22589.08608658183,23206.199150524953,23206.199150524953,23206.199150524953
22589.446704905848,22589.446704905848,22589.446704905848,23032.5318589597,23032.5318589597,23032.5318589597
22589.756766505132,22589.756766505132,22589.756766505132,22868.825325390884,22868.825325390884,22868.825325390884
22590.02282040312,22590.02282040312,22590.02282040312,22725.526151666585,22725.526151666585,22725.526151666585
22590.25064891306,22590.25064891306,22590.25064891306,22616.963555018465,22616.963555018465,22616.963555018465
22590.445344670363,22590.445344670363,22590.445344670363,22562.383676358044,22562.383676358044,22562.383676358044
22590.611381663926,22590.611381663926,22590.611381663926,22587.06081603218,22587.06081603218,22587.06081603218
22590.75268046552,22590.75268046552,22590.75268046552,22723.308425188512,22723.308425188512,22723.308425188512
22590.87266788986,22590.87266788986,22590.87266788986,23011.0383837753,23011.0383837753,23011.0383837753
22590.974331342928,22590.974331342928,22590.974331342928,23497.266833066264,23497.266833066264,23497.266833066264
22591.060268134068,22591.060268134068,22591.060268134068,24233.67929409476,24233.67929409476,24233.67929409476
22591.132730038426,22591.132730038426,22591.132730038426,25271.195309182454,25271.195309182454,25271.195309182454
22591.193663401453,22591.193663401453,22591.193663401453,26650.727123822613,26650.727123822613,26650.727123822613
22591.244745077325,22591.244745077325,22591.244745077325,28390.440556500813,28390.440556500813,28390.440556500813
22591.287414488903,22591.287414488903,22591.287414488903,30472.021761866352,30472.021761866352,30472.021761866352
22591.32290208862,22591.32290208862,22591.32290208862,32831.08576879027,32831.08576879027,32831.08576879027
22591.35225448859,22591.35225448859,22591.35225448859,35357.978748764945,35357.978748764945,35357.978748764945
22591.376356514404,22591.376356514404,22591.376356514404,37912.534641439415,37912.534641439415,37912.534641439415
22591.39595042127,22591.39595042127,22591.39595042127,40349.86322196195,40349.86322196195,40349.86322196195
22591.411652493698,22591.411652493698,22591.411652493698,42547.92090537461,42547.92090537461,42547.92090537461
22591.42396723125,22591.42396723125,22591.42396723125,44426.522121037735,44426.522121037735,44426.522121037735
22591.433299303426,22591.433299303426,22591.433299303426,45952.53585187227,45952.53585187227,45952.53585187227
22591.439963436613,22591.439963436613,22591.439963436613,47133.033437366284,47133.033437366284,47133.033437366284
22591.444192375755,22591.444192375755,22591.444192375755,48002.25878622934,48002.25878622934,48002.25878622934
22591.446143042846,22591.446143042846,22591.446143042846,48608.20309006714,48608.20309006714,48608.20309006714
22591.445900994087,22591.445900994087,22591.445900994087,49002.154587751524,49002.154587751524,49002.154587751524
22591.443483257288,22591.443483257288,22591.443483257288,49232.1256446737,49232.1256446737,49232.1256446737
22591.43883961153,22591.43883961153,22591.43883961153,49339.59517922207,49339.59517922207,49339.59517922207
22591.43185235171,22591.43185235171,22591.43185235171,49358.52106547625,49358.52106547625,49358.52106547625
22591.42233456191,22591.42233456191,22591.42233456191,49315.65543096466,49315.65543096466,49315.65543096466
22591.410026903584,22591.410026903584,22591.410026903584,49231.46878095307,49231.46878095307,49231.46878095307
22591.3945929071,22591.3945929071,22591.3945929071,49121.259185651215,49121.259185651215,49121.259185651215
22591.375612738982,22591.375612738982,22591.375612738982,48996.22242861522,48996.22242861522,48996.22242861522
22591.352575401364,22591.352575401364,22591.352575401364,48864.38483171126,48864.38483171126,48864.38483171126
22591.324869305943,22591.324869305943,22591.324869305943,48731.37081811583,48731.37081811583,48731.37081811583
22591.291771151136,22591.291771151136,22591.291771151136,48601.012074595965,48601.012074595965,48601.012074595965
22591.252433019356,22591.252433019356,22591.252433019356,48475.81951060235,48475.81951060235,48475.81951060235
22591.20586760038,22591.20586760038,22591.20586760038,48357.342828313114,48357.342828313114,48357.342828313114
22591.150931438202,22591.150931438202,22591.150931438202,48246.441115036294,48246.441115036294,48246.441115036294
22591.08630609129,22591.08630609129,22591.08630609129,48143.484528989175,48143.484528989175,48143.484528989175
22591.010477091335,22591.010477091335,22591.010477091335,48048.50340781094,48048.50340781094,48048.50340781094
22590.921710582803,22590.921710582803,22590.921710582803,47961.29767154964,47961.29767154964,47961.29767154964
22590.81802752553,22590.81802752553,22590.81802752553,47881.51646392164,47881.51646392164,47881.51646392164
22590.697175345464,22590.697175345464,22590.697175345464,47808.71561240783,47808.71561240783,47808.71561240783
22590.55659692479,22590.55659692479,22590.55659692479,47742.39863465729,47742.39863465729,47742.39863465729
22590.39339683243,22590.39339683243,22590.39339683243,47682.04559191435,47682.04559191435,47682.04559191435
22590.20430470964,22590.20430470964,22590.20430470964,47627.133004633324,47627.133004633324,47627.133004633324
22589.985635743582,22589.985635743582,22589.985635743582,47577.1472259098,47577.1472259098,47577.1472259098
22589.733248184406,22589.733248184406,22589.733248184406,47531.5930528272,47531.5930528272,47531.5930528272
22589.442497889504,22589.442497889504,22589.442497889504,47489.99889508029,47489.99889508029,47489.99889508029
22589.10818991165,22589.10818991165,22589.10818991165,47451.91947615933,47451.91947615933,47451.91947615933
22588.724527187045,22588.724527187045,22588.724527187045,47416.93678582893,47416.93678582893,47416.93678582893
22588.2850564241,22588.2850564241,22588.2850564241,47384.65981158,47384.65981158,47384.65981158
22587.782611345312,22587.782611345312,22587.782611345312,47354.72343460799,47354.72343460799,47354.72343460799
22587.209253491863,22587.209253491863,22587.209253491863,47326.786770256345,47326.786770256345,47326.786770256345
22586.556210865027,22586.556210865027,22586.556210865027,47300.53115449108,47300.53115449108,47300.53115449108
22585.81381474837,22585.81381474837,22585.81381474837,47275.65791991101,47275.65791991101,47275.65791991101
22584.971435131814,22584.971435131814,22584.971435131814,47251.886061883095,47251.886061883095,47251.886061883095
22584.017415240676,22584.017415240676,22584.017415240676,47228.94986377234,47228.94986377234,47228.94986377234
22582.939005760978,22582.939005760978,22582.939005760978,47206.59652703406,47206.59652703406,47206.59652703406
22581.72229944498,22581.72229944498,22581.72229944498,47184.58383501603,47184.58383501603,47184.58383501603
22580.35216687757,22580.35216687757,22580.35216687757,47162.67786707701,47162.67786707701,47162.67786707701
22578.812194283957,22578.812194283957,22578.812194283957,47140.65077088426,47140.65077088426,47140.65077088426
22577.08462436058,22577.08462436058,22577.08462436058,47118.27859461879,47118.27859461879,47118.27859461879
22575.15030121302,22575.15030121302,22575.15030121302,47095.33917664047,47095.33917664047,47095.33917664047
22572.988620585198,22572.988620585198,22572.988620585198,47071.6100874674,47071.6100874674,47071.6100874674
22570.57748666172,22570.57748666172,22570.57748666172,47046.86661734573,47046.86661734573,47046.86661734573
22567.893276816954,22567.893276816954,22567.893276816954,47020.879801985,47020.879801985,47020.879801985
22564.910815769214,22564.910815769214,22564.910815769214,46993.414479020925,46993.414479020925,46993.414479020925
22561.603360672616,22561.603360672616,22561.603360672616,46964.227368329084,46964.227368329084,46964.227368329084
22557.942598740694,22557.942598740694,22557.942598740694,46933.06517037139,46933.06517037139,46933.06517037139
22553.89865904184,22553.89865904184,22553.89865904184,46899.662678268345,46899.662678268345,46899.662678268345
22549.440140133855,22549.440140133855,22549.440140133855,46863.740901246376,46863.740901246376,46863.740901246376
22544.534155210727,22544.534155210727,22544.534155210727,46825.00519951395,46825.00519951395,46825.00519951395
22539.146396415646,22539.146396415646,22539.146396415646,46783.14343350158,46783.14343350158,46783.14343350158
22533.241219927895,22533.241219927895,22533.241219927895,46737.824133798626,46737.824133798626,46737.824133798626
22526.78175335412,22526.78175335412,22526.78175335412,46688.694702082554,46688.694702082554,46688.694702082554
22519.73002684427,22519.73002684427,22519.73002684427,46635.3796579199,46635.3796579199,46635.3796579199
22512.04712920669,22512.04712920669,22512.04712920669,46577.478951580335,46577.478951580335,46577.478951580335
22503.693390113345,22503.693390113345,22503.693390113345,46514.56636900029,46514.56636900029,46514.56636900029
22494.62858926318,22494.62858926318,22494.62858926318,46446.18806180538,46446.18806180538,46446.18806180538
22484.812193108435,22484.812193108435,22484.812193108435,46371.861242877916,46371.861242877916,46371.861242877916
22474.2036194445,22474.2036194445,22474.2036194445,46291.073096339795,46291.073096339795,46291.073096339795
22462.762529818745,22462.762529818745,22462.762529818745,46203.279959970525,46203.279959970525,46203.279959970525
22450.449149329288,22450.449149329288,22450.449149329288,46107.90684790377,46107.90684790377,46107.90684790377
22437.22461296194,22437.22461296194,22437.22461296194,46004.3473917811,46004.3473917811,46004.3473917811
22423.05133715601,22423.05133715601,22423.05133715601,45891.96428913275,45891.96428913275,45891.96428913275
22407.893414800867,22407.893414800867,22407.893414800867,45770.09035823803,45770.09035823803,45770.09035823803
22391.71703134978,22391.71703134978,22391.71703134978,45638.03030859401,45638.03030859401,45638.03030859401
22374.490899201763,22374.490899201763,22374.490899201763,45495.06334473021,45495.06334473021,45495.06334473021
22356.18670695269,22356.18670695269,22356.18670695269,45340.44672762556,45340.44672762556,45340.44672762556
22336.77957956184,22336.77957956184,22336.77957956184,45173.42042138638,45173.42042138638,45173.42042138638
22316.24854492802,22316.24854492802,22316.24854492802,44993.21295193264,44993.21295193264,44993.21295193264
22294.577001830592,22294.577001830592,22294.577001830592,44799.04859783042,44799.04859783042,44799.04859783042
22271.753183675413,22271.753183675413,22271.753183675413,44590.15601959138,44590.15601959138,44590.15601959138
22247.77061200552,22247.77061200552,22247.77061200552,44365.778411157895,44365.778411157895,44365.778411157895
22222.62853330242,22222.62853330242,22222.62853330242,44125.18522436757,44125.18522436757,44125.18522436757
22196.33233222906,22196.33233222906,22196.33233222906,43867.68547259496,43867.68547259496,43867.68547259496
22168.89391416118,22168.89391416118,22168.89391416118,43592.642562537345,43592.642562537345,43592.642562537345
22140.332049632445,22140.332049632445,22140.332049632445,43299.490532893855,43299.490532893855,43299.490532893855
22110.672673191584,22110.672673191584,22110.672673191584,42987.75149601142,42987.75149601142,42987.75149601142
22079.949129148004,22079.949129148004,22079.949129148004,42657.0539851277,42657.0539851277,42657.0539851277
22048.202356775535,22048.202356775535,22048.202356775535,42307.151808712704,42307.151808712704,42307.151808712704
22015.4810077609,22015.4810077609,22015.4810077609,41937.942909289326,41937.942909289326,41937.942909289326
21981.841489031507,21981.841489031507,21981.841489031507,41549.48762333134,41549.48762333134,41549.48762333134
21947.347924580776,21947.347924580776,21947.347924580776,41142.025649290445,41142.025649290445,41142.025649290445
21912.072030532716,21912.072030532716,21912.072030532716,40715.99096158173,40715.99096158173,40715.99096158173
21876.092898450395,21876.092898450395,21876.092898450395,40272.02386916439,40272.02386916439,40272.02386916439
21839.496682795096,21839.496682795096,21839.496682795096,39810.97941762429,39810.97941762429,39810.97941762429
21802.37618947864,21802.37618947864,21802.37618947864,39333.93138147106,39333.93138147106,39333.93138147106
21764.830363614423,21764.830363614423,21764.830363614423,38842.171194190334,38842.171194190334,38842.171194190334
21726.963675852905,21726.963675852905,21726.963675852905,38337.201319129,38337.201319129,38337.201319129
21688.88540807126,21688.88540807126,21688.88540807126,37820.722771438835,37820.722771438835,37820.722771438835
21650.70884066006,21650.70884066006,21650.70884066006,37294.61675158322,37294.61675158322,37294.61675158322
21612.550345192652,21612.550345192652,21612.550345192652,36760.92063050956,36760.92063050956,36760.92063050956
21574.528387855444,21574.528387855444,21574.528387855444,36221.798817085975,36221.798817085975,36221.798817085975
21536.762450635804,21536.762450635804,21536.762450635804,35679.50931827047,35679.50931827047,35679.50931827047
21499.37187888406,21499.37187888406,21499.37187888406,35136.36704917758,35136.36704917758,35136.36704917758
21462.47466546015,21462.47466546015,21462.47466546015,34594.70514264708,34594.70514264708,34594.70514264708
21426.186183216316,21426.186183216316,21426.186183216316,34056.83562896305,34056.83562896305,34056.83562896305
21390.617879025634,21390.617879025634,21390.617879025634,33525.010894953084,33525.010894953084,33525.010894953084
21355.875943914372,21355.875943914372,21355.875943914372,33001.38728425276,33001.38728425276,33001.38728425276
21322.059975064483,21322.059975064483,21322.059975064483,32487.99207143198,32487.99207143198,32487.99207143198
21289.261646494386,21289.261646494386,21289.261646494386,31986.69484372738,31986.69484372738,31986.69484372738
21257.56340607506,21257.56340607506,21257.56340607506,31499.184072963082,31499.184072963082,31499.184072963082
21227.037217169785,21227.037217169785,21227.037217169785,31026.94937823128,31026.94937823128,31026.94937823128
21197.74336357884,21197.74336357884,21197.74336357884,30571.269689589015,30571.269689589015,30571.269689589015
21169.72933660563,21169.72933660563,21169.72933660563,30133.207245705868,30133.207245705868,30133.207245705868
21143.028822923574,21143.028822923574,21143.028822923574,29713.60711206191,29713.60711206191,29713.60711206191
21117.660811501875,21117.660811501875,21117.660811501875,29313.101704230397,29313.101704230397,29313.101704230397
21093.628837136665,21093.628837136665,21093.628837136665,28932.11965089178,28932.11965089178,28932.11965089178
21070.920377128823,21070.920377128823,21070.920377128823,28570.898236082478,28570.898236082478,28570.898236082478
21049.506416354216,21049.506416354216,21049.506416354216,28229.498617646634,28229.498617646634,28229.498617646634
21029.34119439259,21029.34119439259,21029.34119439259,27907.823023122874,27907.823023122874,27907.823023122874
21010.36214653058,21010.36214653058,21010.36214653058,27605.63316708678,27605.63316708678,27605.63316708678
20992.490048349293,20992.490048349293,20992.490048349293,27322.569205775202,27322.569205775202,27322.569205775202
20975.629371268937,20975.629371268937,20975.629371268937,27058.16863596678,27058.16863596678,27058.16863596678
20959.668853879328,20959.668853879328,20959.668853879328,26811.884646589966,26811.884646589966,26811.884646589966
20944.48229116513,20944.48229116513,20944.48229116513,26583.10353563752,26583.10353563752,26583.10353563752
20929.929540873876,20929.929540873876,20929.929540873876,26371.16090551509,26371.16090551509,26371.16090551509
20915.85774331028,20915.85774331028,20915.85774331028,26175.356442428856,26175.356442428856,26175.356442428856
20902.102747813027,20902.102747813027,20902.102747813027,25994.96716688986,25994.96716688986,25994.96716688986
20888.49073612301,20888.49073612301,20888.49073612301,25829.25911132814,25829.25911132814,25829.25911132814
20874.840029829513,20874.840029829513,20874.840029829513,25677.4974367424,25677.4974367424,25677.4974367424
20860.963066128963,20860.963066128963,20860.963066128963,25538.955043687864,25538.955043687864,25538.955043687864
20846.66852329516,20846.66852329516,20846.66852329516,25412.91976474327,25412.91976474327,25412.91976474327
20831.76357458652,20831.76357458652,20831.76357458652,25298.70024727151,25298.70024727151,25298.70024727151
20816.05624684896,20816.05624684896,20816.05624684896,25195.630648348044,25195.630648348044,25195.630648348044
20799.357857855608,20799.357857855608,20799.357857855608,25103.0742697505,25103.0742697505,25103.0742697505
20781.485504496468,20781.485504496468,20781.485504496468,25020.42626138426,25020.42626138426,25020.42626138426
20762.26457233023,20762.26457233023,20762.26457233023,24947.115517825026,24947.115517825026,24947.115517825026
20741.53123576903,20741.53123576903,20741.53123576903,24882.605885977548,24882.605885977548,24882.605885977548
20719.13491731481,20719.13491731481,20719.13491731481,24826.39679317814,24826.39679317814,24826.39679317814
20694.94067382629,20694.94067382629,20694.94067382629,24778.02339522031,24778.02339522031,24778.02339522031
20668.831477787433,20668.831477787433,20668.831477787433,24737.05633339796,24737.05633339796,24737.05633339796
20640.710361983573,20640.710361983573,20640.710361983573,24703.101179223067,24703.101179223067,24703.101179223067
20610.502396877335,20610.502396877335,20610.502396877335,24675.79763534075,24675.79763534075,24675.79763534075
20578.15647131178,20578.15647131178,20578.15647131178,24654.818551576467,24654.818551576467,24654.818551576467
20543.646848946984,20543.646848946984,20543.646848946984,24639.868806165134,24639.868806165134,24639.868806165134
20506.97447504404,20506.97447504404,20506.97447504404,24630.68409411521,24630.68409411521,24630.68409411521
20468.16801082713,20468.16801082713,20468.16801082713,24627.029657388357,24627.029657388357,24627.029657388357
20427.284575652422,20427.284575652422,20427.284575652422,24628.69898512102,24628.69898512102,24628.69898512102
20384.410180558287,20384.410180558287,20384.410180558287,24635.512506447925,24635.512506447925,24635.512506447925
20339.659840424887,20339.659840424887,20339.659840424887,24647.316293558633,24647.316293558633,24647.316293558633
20293.177355886673,20293.177355886673,20293.177355886673,24663.98078836938,24663.98078836938,24663.98078836938
20245.134760267756,20245.134760267756,20245.134760267756,24685.399562553477,24685.399562553477,24685.399562553477
20195.731431091906,20195.731431091906,20195.731431091906,24711.488117584588,24711.488117584588,24711.488117584588
20145.192870096515,20145.192870096515,20145.192870096515,24742.182728836433,24742.182728836433,24742.182728836433
20093.769160090797,20093.769160090797,20093.769160090797,24777.43933559281,24777.43933559281,24777.43933559281
20041.73311137786,20041.73311137786,20041.73311137786,24817.232476994428,24817.232476994428,24817.232476994428
19989.37811474256,19989.37811474256,19989.37811474256,24861.554272432288,24861.554272432288,24861.554272432288
19937.015722125954,19937.015722125954,19937.015722125954,24910.413443645608,24910.413443645608,24910.413443645608
19884.97297999797,19884.97297999797,19884.97297999797,24963.834374754333,24963.834374754333,24963.834374754333
19833.589544039965,19833.589544039965,19833.589544039965,25021.856205619188,25021.856205619188,25021.856205619188
19783.214606997975,19783.214606997975,19783.214606997975,25084.531953244168,25084.531953244168,25084.531953244168
19734.203674411194,19734.203674411194,19734.203674411194,25151.927655394567,25151.927655394567,25151.927655394567
19686.915225308323,19686.915225308323,19686.915225308323,25224.12153017743,25224.12153017743,25224.12153017743
19641.707296853754,19641.707296853754,19641.707296853754,25301.2031450057,25301.2031450057,25301.2031450057
19598.934033279915,19598.934033279915,19598.934033279915,25383.272588129665,25383.272588129665,25383.272588129665
19558.942240234213,19558.942240234213,19558.942240234213,25470.43963576206,25470.43963576206,25470.43963576206
19522.06798587936,19522.06798587936,19522.06798587936,25562.822907741356,25562.822907741356,25562.822907741356
19488.633289705478,19488.633289705478,19488.633289705478,25660.549004669305,25660.549004669305,25660.549004669305
19458.942939041208,19458.942939041208,19458.942939041208,25763.751619522922,25763.751619522922,25763.751619522922
19433.28147169948,19433.28147169948,19433.28147169948,25872.570616883408,25872.570616883408,25872.570616883408
19411.91036108186,19411.91036108186,19411.91036108186,25987.151073145596,25987.151073145596,25987.151073145596
19395.065437423076,19395.065437423076,19395.065437423076,26107.642271382963,26107.642271382963,26107.642271382963
19382.95457572432,19382.95457572432,19382.95457572432,26234.196644946605,26234.196644946605,26234.196644946605
19375.75567734734,19375.75567734734,19375.75567734734,26366.968664387052,26366.968664387052,26366.968664387052
19373.614968278,19373.614968278,19373.614968278,26506.11366290905,26506.11366290905,26506.11366290905
19376.64563277983,19376.64563277983,19376.64563277983,26651.786596314294,26651.786596314294,26651.786596314294
19384.92679661471,19384.92679661471,19384.92679661471,26804.14073426261,26804.14073426261,26804.14073426261
19398.502869281492,19398.502869281492,19398.502869281492,26963.326280698064,26963.326280698064,26963.326280698064
19417.383249891554,19417.383249891554,19417.383249891554,27129.48892244637,27129.48892244637,27129.48892244637
19441.54239644011,19441.54239644011,19441.54239644011,27302.768306301034,27302.768306301034,27302.768306301034
19470.92025342294,19470.92025342294,19470.92025342294,27483.296446377353,27483.296446377353,27483.296446377353
19505.423028066485,19505.423028066485,19505.423028066485,27671.196065122218,27671.196065122218,27671.196065122218
19544.92430095988,19544.92430095988,19544.92430095988,27866.57887311876,27866.57887311876,27866.57887311876
19589.266452670283,19589.266452670283,19589.266452670283,28069.54379470492,28069.54379470492,28069.54379470492
19638.262384052992,19638.262384052992,19638.262384052992,28280.175148412298,28280.175148412298,28280.175148412298
19691.697504492688,19691.697504492688,19691.697504492688,28498.540793309992,28498.540793309992,28498.540793309992
19749.331959282452,19749.331959282452,19749.331959282452,28724.690254463552,28724.690254463552,28724.690254463552
19810.903064804,19810.903064804,19810.903064804,28958.652842864558,28958.652842864558,28958.652842864558
19876.127918148042,19876.127918148042,19876.127918148042,29200.435787296214,29200.435787296214,29200.435787296214
19944.706146330096,19944.706146330096,19944.706146330096,29450.02239762669,29450.02239762669,29450.02239762669
20016.32275932615,20016.32275932615,20016.32275932615,29707.370280902793,29707.370280902793,29707.370280902793
20090.651070776457,20090.651070776457,20090.651070776457,29972.40963328766,29972.40963328766,29972.40963328766
20167.355650375575,20167.355650375575,20167.355650375575,30245.04163227857,30245.04163227857,30245.04163227857
20246.09527266542,20246.09527266542,20246.09527266542,30525.136954684363,30525.136954684363,30525.136954684363
20326.525828147678,20326.525828147678,20326.525828147678,30812.534446466627,30812.534446466627,30812.534446466627
20408.30316429778,20408.30316429778,20408.30316429778,31107.039970687056,31107.039970687056,31107.039970687056
20491.085826151913,20491.085826151913,20491.085826151913,31408.42545939559,31408.42545939559,31408.42545939559
20574.537668601763,20574.537668601763,20574.537668601763,31716.428194289656,31716.428194289656,31716.428194289656
20658.33031531561,20658.33031531561,20658.33031531561,32030.750339334263,32030.750339334263,32030.750339334263
20742.14544225006,20742.14544225006,20742.14544225006,32351.058746237384,32351.058746237384,32351.058746237384
20825.67686696411,20825.67686696411,20825.67686696411,32676.985050718245,32676.985050718245,32676.985050718245
20908.632428334113,20908.632428334113,20908.632428334113,33008.12607391145,33008.12607391145,33008.12607391145
