res15_svr,res30_svr,res45_svr,res15_mlp,res30_mlp,res45_mlp
14418.638673327066,14418.638673327066,14418.638673327066,32652.823607636597,32652.823607636597,32652.823607636597
14449.45433342268,14449.45433342268,14449.45433342268,32656.725451514958,32656.725451514958,32656.725451514958
14478.914026875113,14478.914026875113,14478.914026875113,32659.72043092686,32659.72043092686,32659.72043092686
14507.021149134955,14507.021149134955,14507.021149134955,32662.097921618533,32662.097921618533,32662.097921618533
14533.784220560905,14533.784220560905,14533.784220560905,32664.05605715287,32664.05605715287,32664.05605715287
14559.21659649492,14559.21659649492,14559.21659649492,32665.730405991766,32665.730405991766,32665.730405991766
14583.336153500677,14583.336153500677,14583.336153500677,32667.213688853317,32667.213688853317,32667.213688853317
14606.164955981843,14606.164955981843,14606.164955981843,32668.5693070825,32668.5693070825,32668.5693070825
14627.72890741629,14627.72890741629,14627.72890741629,32669.840611353182,32669.840611353182,32669.840611353182
14648.057390403323,14648.057390403323,14648.057390403323,32671.05724573784,32671.05724573784,32671.05724573784
14667.18289962691,14667.18289962691,14667.18289962691,32672.239487087987,32672.239487087987,32672.239487087987
14685.14067169338,14685.14067169338,14685.14067169338,32673.4012118483,32673.4012118483,32673.4012118483
14701.968315611617,14701.968315611617,14701.968315611617,32674.551923824973,32674.551923824973,32674.551923824973
14717.705447453756,14717.705447453756,14717.705447453756,32675.698139839347,32675.698139839347,32675.698139839347
14732.393332469932,14732.393332469932,14732.393332469932,32676.844336463048,32676.844336463048,32676.844336463048
14746.074537638453,14746.074537638453,14746.074537638453,32677.993596802607,32677.993596802607,32677.993596802607
14758.792597318863,14758.792597318863,14758.792597318863,32679.148052336743,32679.148052336743,32679.148052336743
14770.5916943461,14770.5916943461,14770.5916943461,32680.30918473444,32680.30918473444,32680.30918473444
14781.516358565339,14781.516358565339,14781.516358565339,32681.4780320205,32681.4780320205,32681.4780320205
14791.611184465071,14791.611184465071,14791.611184465071,32682.655329400197,32682.655329400197,32682.655329400197
14800.920569226037,14800.920569226037,14800.920569226037,32683.84160545078,32683.84160545078,32683.84160545078
14809.488472170704,14809.488472170704,14809.488472170704,32685.03724782599,32685.03724782599,32685.03724782599
14817.358196276942,14817.358196276942,14817.358196276942,32686.242548135964,32686.242548135964,32686.242548135964
14824.572192114081,14824.572192114081,14824.572192114081,32687.457732603485,32687.457732603485,32687.457732603485
14831.171884273474,14831.171884273474,14831.171884273474,32688.682983004546,32688.682983004546,32688.682983004546
14837.19752010148,14837.19752010148,14837.19752010148,32689.918450972982,32689.918450972982,32689.918450972982
14842.688040303112,14842.688040303112,14842.688040303112,32691.164267772365,32691.164267772365,32691.164267772365
14847.680970770627,14847.680970770627,14847.680970770627,32692.4205509723,32692.4205509723,32692.4205509723
14852.212334804626,14852.212334804626,14852.212334804626,32693.687409009675,32693.687409009675,32693.687409009675
14856.316584735821,14856.316584735821,14856.316584735821,32694.964944305986,32694.964944305986,32694.964944305986
14860.026551823848,14860.026551823848,14860.026551823848,32696.25325539799,32696.25325539799,32696.25325539799
14863.373413204687,14863.373413204687,14863.373413204687,32697.552438394552,32697.552438394552,32697.552438394552
14866.38667457955,14866.38667457955,14866.38667457955,32698.862587973203,32698.862587973203,32698.862587973203
14869.094167284296,14869.094167284296,14869.094167284296,32700.183798062568,32700.183798062568,32700.183798062568
14871.522058347797,14871.522058347797,14871.522058347797,32701.516162309887,32701.516162309887,32701.516162309887
14873.694872138703,14873.694872138703,14873.694872138703,32702.859774401903,32702.859774401903,32702.859774401903
14875.63552221036,14875.63552221036,14875.63552221036,32704.214728285813,32704.214728285813,32704.214728285813
14877.365351981403,14877.365351981403,14877.365351981403,32705.58111832147,32705.58111832147,32705.58111832147
14878.904182932418,14878.904182932418,14878.904182932418,32706.959039387202,32706.959039387202,32706.959039387202
14880.270369054782,14880.270369054782,14880.270369054782,32708.348586953405,32708.348586953405,32708.348586953405
14881.480856354323,14881.480856354323,14881.480856354323,32709.749857134655,32709.749857134655,32709.749857134655
14882.551246287296,14882.551246287296,14882.551246287296,32711.162946726632,32711.162946726632,32711.162946726632
14883.495862087704,14883.495862087704,14883.495862087704,32712.587953233055,32712.587953233055,32712.587953233055
14884.327817030791,14884.327817030791,14884.327817030791,32714.024974885688,32714.024974885688,32714.024974885688
14885.05908376627,14885.05908376627,14885.05908376627,32715.47411065943,32715.47411065943,32715.47411065943
14885.700563944454,14885.700563944454,14885.700563944454,32716.935460284218,32716.935460284218,32716.935460284218
14886.262157447733,14886.262157447733,14886.262157447733,32718.409124254933,32718.409124254933,32718.409124254933
14886.752830627449,14886.752830627449,14886.752830627449,32719.895203839365,32719.895203839365,32719.895203839365
14887.180683030923,14887.180683030923,14887.180683030923,32721.393801085425,32721.393801085425,32721.393801085425
14887.55301218447,14887.55301218447,14887.55301218447,32722.905018827525,32722.905018827525,32722.905018827525
14887.876376074757,14887.876376074757,14887.876376074757,32724.428960692436,32724.428960692436,32724.428960692436
14888.156653042399,14888.156653042399,14888.156653042399,32725.965731104752,32725.965731104752,32725.965731104752
14888.399098867654,14888.399098867654,14888.399098867654,32727.51543529218,32727.51543529218,32727.51543529218
14888.608400888446,14888.608400888446,14888.608400888446,32729.078179290475,32729.078179290475,32729.078179290475
14888.788729045247,14888.788729045247,14888.788729045247,32730.65406994828,32730.65406994828,32730.65406994828
14888.943783795876,14888.943783795876,14888.943783795876,32732.243214931797,32732.243214931797,32732.243214931797
14889.076840885898,14889.076840885898,14889.076840885898,32733.84572272933,32733.84572272933,32733.84572272933
14889.190792997266,14889.190792997266,14889.190792997266,32735.46170265572,32735.46170265572,32735.46170265572
14889.288188329361,14889.288188329361,14889.288188329361,32737.091264856383,32737.091264856383,32737.091264856383
14889.37126619302,14889.37126619302,14889.37126619302,32738.734520311653,32738.734520311653,32738.734520311653
14889.441989719637,14889.441989719637,14889.441989719637,32740.391580840507,32740.391580840507,32740.391580840507
14889.502075804665,14889.502075804665,14889.502075804665,32742.06255910429,32742.06255910429,32742.06255910429
14889.553022417862,14889.553022417862,14889.553022417862,32743.74756861026,32743.74756861026,32743.74756861026
14889.59613342215,14889.59613342215,14889.59613342215,32745.44672371476,32745.44672371476,32745.44672371476
14889.632541049104,14889.632541049104,14889.632541049104,32747.160139626198,32747.160139626198,32747.160139626198
14889.663226182542,14889.663226182542,14889.663226182542,32748.887932407753,32748.887932407753,32748.887932407753
14889.68903660249,14889.68903660249,14889.68903660249,32750.63021897958,32750.63021897958,32750.63021897958
14889.710703340726,14889.710703340726,14889.710703340726,32752.38711712076,32752.38711712076,32752.38711712076
14889.728855296016,14889.728855296016,14889.728855296016,32754.158745470697,32754.158745470697,32754.158745470697
14889.74403225292,14889.74403225292,14889.74403225292,32755.945223530034,32755.945223530034,32755.945223530034
14889.756696442399,14889.756696442399,14889.756696442399,32757.7466716611,32757.7466716611,32757.7466716611
14889.767242776115,14889.767242776115,14889.767242776115,32759.563211087454,32759.563211087454,32759.563211087454
14889.776007879243,14889.776007879243,14889.776007879243,32761.39496389298,32761.39496389298,32761.39496389298
14889.783278039135,14889.783278039135,14889.783278039135,32763.24205301988,32763.24205301988,32763.24205301988
14889.789296179393,14889.789296179393,14889.789296179393,32765.104602265936,32765.104602265936,32765.104602265936
14889.79426796118,14889.79426796118,14889.79426796118,32766.982736280654,32766.982736280654,32766.982736280654
14889.798367105643,14889.798367105643,14889.798367105643,32768.876580560136,32768.876580560136,32768.876580560136
14889.801740023775,14889.801740023775,14889.801740023775,32770.78626144072,32770.78626144072,32770.78626144072
14889.804509832553,14889.804509832553,14889.804509832553,32772.711906090975,32772.711906090975,32772.711906090975
14889.806779829041,14889.806779829041,14889.806779829041,32774.653642502184,32774.653642502184,32774.653642502184
14889.808636487387,14889.808636487387,14889.808636487387,32776.61159947665,32776.61159947665,32776.61159947665
14889.8101520372,14889.8101520372,14889.8101520372,32778.58590661401,32778.58590661401,32778.58590661401
14889.811386675785,14889.811386675785,14889.811386675785,32780.576694295065,32780.576694295065,32780.576694295065
14889.812390461217,14889.812390461217,14889.812390461217,32782.584093662816,32782.584093662816,32782.584093662816
14889.813204927932,14889.813204927932,14889.813204927932,32784.608236600405,32784.608236600405,32784.608236600405
14889.813864461958,14889.813864461958,14889.813864461958,32786.6492557056,32786.6492557056,32786.6492557056
14889.814397468428,14889.814397468428,14889.814397468428,32788.7072842612,32788.7072842612,32788.7072842612
14889.814827360235,14889.814827360235,14889.814827360235,32790.782456201254,32790.782456201254,32790.782456201254
14889.815173393032,14889.815173393032,14889.815173393032,32792.8749060719,32792.8749060719,32792.8749060719
14889.815451368693,14889.815451368693,14889.815451368693,32794.98476898697,32794.98476898697,32794.98476898697
14889.81567422642,14889.81567422642,14889.81567422642,32797.11218057689,32797.11218057689,32797.11218057689
14889.815852538195,14889.815852538195,14889.815852538195,32799.25727693069,32799.25727693069,32799.25727693069
14889.81599492304,14889.81599492304,14889.81599492304,32801.420194529666,32801.420194529666,32801.420194529666
14889.81610839248,14889.81610839248,14889.81610839248,32803.60107017225,32803.60107017225,32803.60107017225
14889.816198637965,14889.816198637965,14889.816198637965,32805.80004088841,32805.80004088841,32805.80004088841
14889.816270269368,14889.816270269368,14889.816270269368,32808.01724384265,32808.01724384265,32808.01724384265
14889.81632701244,14889.81632701244,14889.81632701244,32810.25281622386,32810.25281622386,32810.25281622386
14889.816371871857,14889.816371871857,14889.816371871857,32812.506895120634,32812.506895120634,32812.506895120634
14889.816407265549,14889.816407265549,14889.816407265549,32814.77961738007,32814.77961738007,32814.77961738007
14889.816435135068,14889.816435135068,14889.816435135068,32817.07111944793,32817.07111944793,32817.07111944793
14889.816457036093,14889.816457036093,14889.816457036093,32819.38153718788,32819.38153718788,32819.38153718788
14889.816474212446,14889.816474212446,14889.816474212446,32821.71100567706,32821.71100567706,32821.71100567706
14889.816487656455,14889.816487656455,14889.816487656455,32824.05965897509,32824.05965897509,32824.05965897509
14889.816498158118,14889.816498158118,14889.816498158118,32826.427629863116,32826.427629863116,32826.427629863116
14889.816506345003,14889.816506345003,14889.816506345003,32828.815049549055,32828.815049549055,32828.815049549055
14889.816512714584,14889.816512714584,14889.816512714584,32831.222047334675,32831.222047334675,32831.222047334675
14889.816517660358,14889.816517660358,14889.816517660358,32833.64875024007,32833.64875024007,32833.64875024007
14889.81652149292,14889.81652149292,14889.81652149292,32836.095282579496,32836.095282579496,32836.095282579496
14889.816524456903,14889.816524456903,14889.816524456903,32838.56176548284,32838.56176548284,32838.56176548284
14889.816526744571,14889.816526744571,14889.816526744571,32841.0483163559,32841.0483163559,32841.0483163559
14889.816528506719,14889.816528506719,14889.816528506719,32843.5550482713,32843.5550482713,32843.5550482713
14889.816529861357,14889.816529861357,14889.816529861357,32846.082069281525,32846.082069281525,32846.082069281525
14889.816530900642,14889.816530900642,14889.816530900642,32848.629481644326,32848.629481644326,32848.629481644326
14889.816531696395,14889.816531696395,14889.816531696395,32851.19738094894,32851.19738094894,32851.19738094894
14889.816532304465,14889.816532304465,14889.816532304465,32853.78585513104,32853.78585513104,32853.78585513104
14889.816532768189,14889.816532768189,14889.816532768189,32856.39498336184,32856.39498336184,32856.39498336184
14889.816533121126,14889.816533121126,14889.816533121126,32859.02483479582,32859.02483479582,32859.02483479582
14889.816533389207,14889.816533389207,14889.816533389207,32861.67546715874,32861.67546715874,32861.67546715874
14889.816533592426,14889.816533592426,14889.816533592426,32864.34692515605,32864.34692515605,32864.34692515605
14889.81653374617,14889.81653374617,14889.81653374617,32867.03923867853,32867.03923867853,32867.03923867853
14889.81653386225,14889.81653386225,14889.81653386225,32869.75242077971,32869.75242077971,32869.75242077971
14889.816533949719,14889.816533949719,14889.816533949719,32872.48646539601,32872.48646539601,32872.48646539601
14889.816534015497,14889.816534015497,14889.816534015497,32875.241344777016,32875.241344777016,32875.241344777016
14889.816534064867,14889.816534064867,14889.816534064867,32878.017006588976,32878.017006588976,32878.017006588976
14889.816534101843,14889.816534101843,14889.816534101843,32880.8133706501,32880.8133706501,32880.8133706501
14889.816534129484,14889.816534129484,14889.816534129484,32883.63032525125,32883.63032525125,32883.63032525125
14889.816534150103,14889.816534150103,14889.816534150103,32886.46772300881,32886.46772300881,32886.46772300881
14889.816534165457,14889.816534165457,14889.816534165457,32889.32537619098,32889.32537619098,32889.32537619098
14889.816534176864,14889.816534176864,14889.816534176864,32892.20305145028,32892.20305145028,32892.20305145028
14889.816534185324,14889.816534185324,14889.816534185324,32895.10046388738,32895.10046388738,32895.10046388738
14889.816534191585,14889.816534191585,14889.816534191585,32898.017270360855,32898.017270360855,32898.017270360855
14889.816534196209,14889.816534196209,14889.816534196209,32900.953061947905,32900.953061947905,32900.953061947905
14889.816534199617,14889.816534199617,14889.816534199617,32903.907355447715,32903.907355447715,32903.907355447715
14889.816534202124,14889.816534202124,14889.816534202124,32906.87958380686,32906.87958380686,32906.87958380686
14889.816534203967,14889.816534203967,14889.816534203967,32909.869085329294,32909.869085329294,32909.869085329294
14889.816534205314,14889.816534205314,14889.816534205314,32912.87509151762,32912.87509151762,32912.87509151762
14889.8165342063,14889.8165342063,14889.8165342063,32915.89671337196,32915.89671337196,32915.89671337196
14889.81653420702,14889.81653420702,14889.81653420702,32918.93292595083,32918.93292595083,32918.93292595083
14889.816534207546,14889.816534207546,14889.816534207546,32921.98255097463,32921.98255097463,32921.98255097463
14889.816534207926,14889.816534207926,14889.816534207926,32925.04423722353,32925.04423722353,32925.04423722353
14889.816534208203,14889.816534208203,14889.816534208203,32928.11643845076,32928.11643845076,32928.11643845076
14889.816534208403,14889.816534208403,14889.816534208403,32931.19738849782,32931.19738849782,32931.19738849782
14889.816534208547,14889.816534208547,14889.816534208547,32934.285073257095,32934.285073257095,32934.285073257095
14889.816534208652,14889.816534208652,14889.816534208652,32937.377199084636,32937.377199084636,32937.377199084636
14889.816534208727,14889.816534208727,14889.816534208727,32940.471157214895,32940.471157214895,32940.471157214895
14889.81653420878,14889.81653420878,14889.81653420878,32943.56398367317,32943.56398367317,32943.56398367317
14889.81653420882,14889.81653420882,14889.81653420882,32946.652314119245,32946.652314119245,32946.652314119245
14889.816534208847,14889.816534208847,14889.816534208847,32949.73233298395,32949.73233298395,32949.73233298395
14889.816534208867,14889.816534208867,14889.816534208867,32952.79971618179,32952.79971618179,32952.79971618179
14889.816534208881,14889.816534208881,14889.816534208881,32955.84956659366,32955.84956659366,32955.84956659366
14889.81653420889,14889.81653420889,14889.81653420889,32958.8763414134,32958.8763414134,32958.8763414134
14889.816534208898,14889.816534208898,14889.816534208898,32961.873770341146,32961.873770341146,32961.873770341146
14889.816534208903,14889.816534208903,14889.816534208903,32964.834763480554,32964.834763480554,32964.834763480554
14889.816534208907,14889.816534208907,14889.816534208907,32967.75130765795,32967.75130765795,32967.75130765795
14889.816534208909,14889.816534208909,14889.816534208909,32970.614349725336,32970.614349725336,32970.614349725336
14889.81653420891,14889.81653420891,14889.81653420891,32973.413665234846,32973.413665234846,32973.413665234846
14889.816534208912,14889.816534208912,14889.816534208912,32976.137710679315,32976.137710679315,32976.137710679315
14889.816534208914,14889.816534208914,14889.816534208914,32978.7734572776,32978.7734572776,32978.7734572776
14889.816534208914,14889.816534208914,14889.816534208914,32981.306204045235,32981.306204045235,32981.306204045235
14889.816534208914,14889.816534208914,14889.816534208914,32983.71936762561,32983.71936762561,32983.71936762561
14889.816534208914,14889.816534208914,14889.816534208914,32985.99424606603,32985.99424606603,32985.99424606603
14889.816534208914,14889.816534208914,14889.816534208914,32988.10975340072,32988.10975340072,32988.10975340072
14889.816534208914,14889.816534208914,14889.816534208914,32990.04212155106,32990.04212155106,32990.04212155106
14889.816534208914,14889.816534208914,14889.816534208914,32991.76456566777,32991.76456566777,32991.76456566777
14889.816534208914,14889.816534208914,14889.816534208914,32993.246908621935,32993.246908621935,32993.246908621935
14889.816534208914,14889.816534208914,14889.816534208914,32994.455159898964,32994.455159898964,32994.455159898964
14889.816534208914,14889.816534208914,14889.816534208914,32995.35104366568,32995.35104366568,32995.35104366568
14889.816534208914,14889.816534208914,14889.816534208914,32995.89147026441,32995.89147026441,32995.89147026441
14889.816534208914,14889.816534208914,14889.816534208914,32996.027944847,32996.027944846996,32996.027944847
14889.816534208914,14889.816534208914,14889.816534208914,32995.70590629932,32995.70590629932,32995.70590629932
14889.816534208914,14889.816534208914,14889.816534208914,32994.863989036814,32994.863989036814,32994.863989036814
14889.816534208914,14889.816534208914,14889.816534208914,32993.43319968378,32993.43319968378,32993.43319968378
14889.816534208914,14889.816534208914,14889.816534208914,32991.336000108786,32991.336000108786,32991.336000108786
14889.816534208914,14889.816534208914,14889.816534208914,32988.48528779732,32988.48528779732,32988.48528779732
14889.816534208914,14889.816534208914,14889.816534208914,32984.783264142345,32984.783264142345,32984.783264142345
14889.816534208914,14889.816534208914,14889.816534208914,32980.12018096622,32980.12018096622,32980.12018096622
14889.816534208914,14889.816534208914,14889.816534208914,32974.3729555194,32974.3729555194,32974.3729555194
14889.816534208914,14889.816534208914,14889.816534208914,32967.40364440927,32967.40364440927,32967.40364440927
14889.816534208914,14889.816534208914,14889.816534208914,32959.05776749693,32959.05776749693,32959.05776749693
14889.816534208914,14889.816534208914,14889.816534208914,32949.16247388842,32949.16247388842,32949.16247388842
14889.816534208914,14889.816534208914,14889.816534208914,32937.52454389417,32937.52454389417,32937.52454389417
14889.816534208914,14889.816534208914,14889.816534208914,32923.92822342962,32923.92822342962,32923.92822342962
14889.816534208914,14889.816534208914,14889.816534208914,32908.13289101471,32908.13289101471,32908.13289101471
14889.816534208914,14889.816534208914,14889.816534208914,32889.87056257767,32889.87056257767,32889.87056257767
14889.816534208914,14889.816534208914,14889.816534208914,32868.843246009725,32868.843246009725,32868.843246009725
14889.816534208914,14889.816534208914,14889.816534208914,32844.720166230974,32844.720166230974,32844.720166230974
14889.816534208914,14889.816534208914,14889.816534208914,32817.13489284305,32817.13489284305,32817.13489284305
14889.816534208914,14889.816534208914,14889.816534208914,32785.68241673287,32785.68241673287,32785.68241673287
14889.816534208914,14889.816534208914,14889.816534208914,32749.916239747563,32749.916239747563,32749.916239747563
14889.816534208914,14889.816534208914,14889.816534208914,32709.345563273666,32709.345563273666,32709.345563273666
14889.816534208914,14889.816534208914,14889.816534208914,32663.432687661127,32663.432687661127,32663.432687661127
14889.816534208914,14889.816534208914,14889.816534208914,32611.5907652502,32611.5907652502,32611.5907652502
14889.816534208914,14889.816534208914,14889.816534208914,32553.182085378394,32553.182085378394,32553.182085378394
14889.816534208914,14889.816534208914,14889.816534208914,32487.517109901943,32487.517109901943,32487.517109901943
14889.816534208914,14889.816534208914,14889.816534208914,32413.854521664467,32413.854521664467,32413.854521664467
14889.816534208914,14889.816534208914,14889.816534208914,32331.40259443821,32331.40259443821,32331.40259443821
14889.816534208914,14889.816534208914,14889.816534208914,32239.322238596906,32239.322238596906,32239.322238596906
14889.816534208914,14889.816534208914,14889.816534208914,32136.73211832675,32136.73211832675,32136.73211832675
14889.816534208914,14889.816534208914,14889.816534208914,32022.71626816465,32022.71626816465,32022.71626816465
14889.816534208914,14889.816534208914,14889.816534208914,31896.33465195082,31896.33465195082,31896.33465195082
14889.816534208914,14889.816534208914,14889.816534208914,31756.637096972805,31756.637096972805,31756.637096972805
14889.816534208914,14889.816534208914,14889.816534208914,31602.680989629444,31602.680989629444,31602.680989629444
14889.816534208914,14889.816534208914,14889.816534208914,31433.553024805784,31433.553024805784,31433.553024805784
14889.816534208914,14889.816534208914,14889.816534208914,31248.395147867166,31248.395147867166,31248.395147867166
14889.816534208914,14889.816534208914,14889.816534208914,31046.434606161536,31046.434606161536,31046.434606161536
14889.816534208914,14889.816534208914,14889.816534208914,30827.017730900207,30827.017730900207,30827.017730900207
14889.816534208914,14889.816534208914,14889.816534208914,30589.646702410304,30589.646702410304,30589.646702410304
14889.816534208914,14889.816534208914,14889.816534208914,30334.01812490504,30334.01812490504,30334.01812490504
14889.816534208914,14889.816534208914,14889.816534208914,30060.061777763243,30060.061777763243,30060.061777763243
14889.816534208914,14889.816534208914,14889.816534208914,29767.97746107405,29767.97746107405,29767.97746107405
14889.816534208914,14889.816534208914,14889.816534208914,29458.267471121795,29458.267471121795,29458.267471121795
14889.816534208914,14889.816534208914,14889.816534208914,29131.761994808603,29131.761994808603,29131.761994808603
14889.816534208914,14889.816534208914,14889.816534208914,28789.634671859018,28789.634671859018,28789.634671859018
14889.816534208914,14889.816534208914,14889.816534208914,28433.405801905184,28433.405801905184,28433.405801905184
14889.816534208914,14889.816534208914,14889.816534208914,28064.931208160684,28064.931208160684,28064.931208160684
14889.816534208914,14889.816534208914,14889.816534208914,27686.37560995526,27686.37560995526,27686.37560995526
14889.816534208914,14889.816534208914,14889.816534208914,27300.170453879877,27300.170453879877,27300.170453879877
14889.816534208914,14889.816534208914,14889.816534208914,26908.957407867423,26908.957407867423,26908.957407867423
14889.816534208914,14889.816534208914,14889.816534208914,26515.51999246492,26515.51999246492,26515.51999246492
14889.816534208914,14889.816534208914,14889.816534208914,26122.706945236627,26122.706945236627,26122.706945236627
14889.816534208914,14889.816534208914,14889.816534208914,25733.351730410388,25733.351730410388,25733.351730410388
14889.816534208914,14889.816534208914,14889.816534208914,25350.192995888927,25350.192995888927,25350.192995888927
14889.816534208914,14889.816534208914,14889.816534208914,24975.800684290836,24975.800684290836,24975.800684290836
14889.816534208914,14889.816534208914,14889.816534208914,24612.511938389845,24612.511938389845,24612.511938389845
14889.816534208914,14889.816534208914,14889.816534208914,24262.379989612273,24262.379989612273,24262.379989612273
14889.816534208914,14889.816534208914,14889.816534208914,23927.138019428592,23927.138019428592,23927.138019428592
14889.816534208914,14889.816534208914,14889.816534208914,23608.178700904933,23608.178700904933,23608.178700904933
14889.816534208914,14889.816534208914,14889.816534208914,23306.548919485747,23306.548919485747,23306.548919485747
14889.816534208914,14889.816534208914,14889.816534208914,23022.95816551202,23022.95816551202,23022.95816551202
14889.816534208914,14889.816534208914,14889.816534208914,22757.798366533014,22757.798366533014,22757.798366533014
14889.816534208914,14889.816534208914,14889.816534208914,22511.172514503127,22511.172514503127,22511.172514503127
14889.816534208914,14889.816534208914,14889.816534208914,22282.929325428315,22282.929325428315,22282.929325428315
14889.816534208914,14889.816534208914,14889.816534208914,22072.701297883246,22072.701297883246,22072.701297883246
14889.816534208914,14889.816534208914,14889.816534208914,21879.943844943453,21879.943844943453,21879.943844943453
14889.816534208914,14889.816534208914,14889.816534208914,21703.973590221987,21703.973590221987,21703.973590221987
14889.816534208914,14889.816534208914,14889.816534208914,21544.004378173948,21544.004378173948,21544.004378173948
14889.816534208914,14889.816534208914,14889.816534208914,21399.179999966447,21399.179999966447,21399.179999966447
14889.816534208914,14889.816534208914,14889.816534208914,21268.60304292261,21268.60304292261,21268.60304292261
14889.816534208914,14889.816534208914,14889.816534208914,21151.35961282783,21151.35961282783,21151.35961282783
14889.816534208914,14889.816534208914,14889.816534208914,21046.5399459218,21046.5399459218,21046.5399459218
14889.816534208914,14889.816534208914,14889.816534208914,20953.255122317936,20953.255122317936,20953.255122317936
14889.816534208914,14889.816534208914,14889.816534208914,20870.65022217432,20870.65022217432,20870.65022217432
14889.816534208914,14889.816534208914,14889.816534208914,20797.914340755928,20797.914340755928,20797.914340755928
14889.816534208914,14889.816534208914,14889.816534208914,20734.287910239094,20734.287910239094,20734.287910239094
14889.816534208914,14889.816534208914,14889.816534208914,20679.067775962532,20679.067775962532,20679.067775962532
14889.816534208914,14889.816534208914,14889.816534208914,20631.610452769106,20631.610452769106,20631.610452769106
14889.816534208914,14889.816534208914,14889.816534208914,20591.33395132162,20591.33395132162,20591.33395132162
14889.816534208914,14889.816534208914,14889.816534208914,20557.718521226638,20557.718521226638,20557.718521226638
14889.816534208914,14889.816534208914,14889.816534208914,20530.306612178632,20530.306612178632,20530.306612178632
14889.816534208914,14889.816534208914,14889.816534208914,20508.70230941494,20508.70230941494,20508.70230941494
14889.816534208914,14889.816534208914,14889.816534208914,20492.57045763031,20492.57045763031,20492.57045763031
14889.816534208914,14889.816534208914,14889.816534208914,20481.635649312313,20481.635649312313,20481.635649312313
14889.816534208914,14889.816534208914,14889.816534208914,20475.681219717364,20475.681219717364,20475.681219717364
14889.816534208914,14889.816534208914,14889.816534208914,20474.54836142462,20474.54836142462,20474.54836142462
14889.816534208914,14889.816534208914,14889.816534208914,20478.135446276578,20478.135446276578,20478.135446276578
14889.816534208914,14889.816534208914,14889.816534208914,20486.39762101858,20486.39762101858,20486.39762101858
14889.816534208914,14889.816534208914,14889.816534208914,20499.346724447238,20499.346724447238,20499.346724447238
14889.816534208914,14889.816534208914,14889.816534208914,20517.0515576543,20517.0515576543,20517.0515576543
14889.816534208914,14889.816534208914,14889.816534208914,20539.638524261005,20539.638524261005,20539.638524261005
14889.816534208914,14889.816534208914,14889.816534208914,20567.292643612236,20567.292643612236,20567.292643612236
14889.816534208914,14889.816534208914,14889.816534208914,20600.258925966824,20600.258925966824,20600.258925966824
14889.816534208914,14889.816534208914,14889.816534208914,20638.84408400151,20638.84408400151,20638.84408400151
14889.816534208914,14889.816534208914,14889.816534208914,20683.418538662463,20683.418538662463,20683.418538662463
14889.816534208914,14889.816534208914,14889.816534208914,20734.41865877074,20734.41865877074,20734.41865877074
14889.816534208914,14889.816534208914,14889.816534208914,20792.349152052364,20792.349152052364,20792.349152052364
14889.816534208914,14889.816534208914,14889.816534208914,20857.785499692814,20857.785499692814,20857.785499692814
14889.816534208914,14889.816534208914,14889.816534208914,20931.376296451854,20931.376296451854,20931.376296451854
14889.816534208914,14889.816534208914,14889.816534208914,21013.845323301095,21013.845323301095,21013.845323301095
14889.816534208914,14889.816534208914,14889.816534208914,21105.99313916052,21105.99313916052,21105.99313916052
