res15_svr,res30_svr,res45_svr,res15_mlp,res30_mlp,res45_mlp
21192.56226709224,21192.56226709224,21192.56226709224,28456.256644732126,28456.256644732126,28456.256644732126
21229.531734167893,21229.531734167893,21229.531734167893,28456.199994925246,28456.199994925246,28456.199994925246
21264.868254781213,21264.868254781213,21264.868254781213,28456.154664409754,28456.154664409754,28456.154664409754
21298.469047356117,21298.469047356117,21298.469047356117,28456.11839260079,28456.11839260079,28456.11839260079
21330.239422744326,21330.239422744326,21330.239422744326,28456.08937052265,28456.08937052265,28456.08937052265
21360.092213405547,21360.092213405547,21360.092213405547,28456.066150613628,28456.066150613628,28456.066150613628
21387.947129126074,21387.947129126074,21387.947129126074,28456.04757454561,28456.04757454561,28456.04757454561
21413.730053729676,21413.730053729676,21413.730053729676,28456.032715462956,28456.032715462956,28456.032715462956
21437.372297816506,21437.372297816506,21437.372297816506,28456.02083175908,28456.02083175908,28456.02083175908
21458.80982295004,21458.80982295004,21458.80982295004,28456.011330087993,28456.011330087993,28456.011330087993
21477.982452902084,21477.982452902084,21477.982452902084,28456.00373576639,28456.00373576639,28456.00373576639
21494.833087567065,21494.833087567065,21494.833087567065,28455.99766908956,28455.99766908956,28455.99766908956
21509.306934975702,21509.306934975702,21509.306934975702,28455.99282638148,28455.99282638148,28455.99282638148
21521.35077648244,21521.35077648244,21521.35077648244,28455.988964832817,28455.988964832817,28455.988964832817
21530.912279678912,21530.912279678912,21530.912279678912,28455.98589037133,28455.98589037133,28455.98589037133
21537.93937290613,21537.93937290613,21537.93937290613,28455.98344795886,28455.98344795886,28455.98344795886
21542.37969440988,21542.37969440988,21542.37969440988,28455.981513831437,28455.981513831437,28455.981513831437
21544.180128216147,21544.180128216147,21544.180128216147,28455.97998929441,28455.97998929441,28455.97998929441
21543.28643770484,21543.28643770484,21543.28643770484,28455.97879576289,28455.97879576289,28455.97879576289
21539.643006640104,21539.643006640104,21539.643006640104,28455.977870799674,28455.977870799674,28455.977870799674
21533.192696082104,21533.192696082104,21533.192696082104,28455.977164952375,28455.977164952375,28455.977164952375
21523.87682416752,21523.87682416752,21523.87682416752,28455.976639230787,28455.976639230787,28455.976639230787
21511.635274212993,21511.635274212993,21511.635274212993,28455.976263098368,28455.976263098368,28455.976263098368
21496.406734975888,21496.406734975888,21496.406734975888,28455.976012876024,28455.976012876024,28455.976012876024
21478.1290752106,21478.1290752106,21478.1290752106,28455.975870477832,28455.975870477832,28455.975870477832
21456.73985289545,21456.73985289545,21456.73985289545,28455.975822413653,28455.975822413653,28455.975822413653
21432.176957687287,21432.176957687287,21432.176957687287,28455.975859008082,28455.975859008082,28455.975859008082
21404.37938329997,21404.37938329997,21404.37938329997,28455.97597379427,28455.97597379427,28455.97597379427
21373.288124613282,21373.288124613282,21373.288124613282,28455.976163050313,28455.976163050313,28455.976163050313
21338.84719241608,21338.84719241608,21338.84719241608,28455.97642545346,28455.97642545346,28455.97642545346
21301.004736788465,21301.004736788465,21301.004736788465,28455.976761830843,28455.976761830843,28455.976761830843
21259.71426825215,21259.71426825215,21259.71426825215,28455.977174992913,28455.977174992913,28455.977174992913
21214.935963986616,21214.935963986616,21214.935963986616,28455.977669635704,28455.977669635704,28455.977669635704
21166.638044643743,21166.638044643743,21166.638044643743,28455.97825230502,28455.97825230505,28455.97825230502
21114.798205620253,21114.798205620253,21114.798205620253,28455.97893141468,28455.97893141468,28455.97893141468
21059.40508509066,21059.40508509066,21059.40508509066,28455.97971731536,28455.97971731536,28455.97971731536
21000.459749691006,21000.459749691006,21000.459749691006,28455.980622410865,28455.980622410865,28455.980622410865
20937.97717750255,20937.97717750255,20937.97717750255,28455.98166132166,28455.98166132166,28455.98166132166
20871.987716942815,20871.987716942815,20871.987716942815,28455.982851095006,28455.982851095006,28455.982851095006
20802.538499356262,20802.538499356262,20802.538499356262,28455.984211464485,28455.984211464485,28455.984211464485
20729.694782534756,20729.694782534756,20729.694782534756,28455.985765160793,28455.985765160793,28455.985765160793
20653.541202113498,20653.541202113498,20653.541202113498,28455.987538278725,28455.987538278725,28455.987538278725
20574.182907803788,20574.182907803788,20574.182907803788,28455.98956070501,28455.98956070501,28455.98956070501
20491.746561758708,20491.746561758708,20491.746561758708,28455.991866613746,28455.991866613746,28455.991866613746
20406.38117703731,20406.38117703731,20406.38117703731,28455.994495037263,28455.994495037263,28455.994495037263
20318.258775147777,20318.258775147777,20318.258775147777,28455.997490521502,28455.997490521502,28455.997490521502
20227.574843016042,20227.574843016042,20227.574843016042,28456.000903876633,28456.000903876633,28456.000903876633
20134.548571443906,20134.548571443906,20134.548571443906,28456.004793035678,28456.004793035678,28456.004793035678
20039.42285918301,20039.42285918301,20039.42285918301,28456.00922403472,28456.00922403472,28456.00922403472
19942.464069146114,19942.464069146114,19942.464069146114,28456.01427213214,28456.01427213214,28456.01427213214
19843.96152598506,19843.96152598506,19843.96152598506,28456.02002308508,28456.02002308508,28456.02002308508
19744.22674725985,19744.22674725985,19744.22674725985,28456.02657460444,28456.02657460444,28456.02657460444
19643.5924036718,19643.5924036718,19643.5924036718,28456.034038014397,28456.034038014397,28456.034038014397
19542.411007297156,19542.411007297156,19542.411007297156,28456.04254014231,28456.04254014231,28456.04254014231
19441.053330389437,19441.053330389437,19441.053330389437,28456.052225473544,28456.052225473544,28456.052225473544
19339.90656106862,19339.90656106862,19339.90656106862,28456.063258605984,28456.063258605984,28456.063258605984
19239.3722060272,19239.3722060272,19239.3722060272,28456.075827046254,28456.075827046254,28456.075827046254
19139.863754197144,19139.863754197144,19139.863754197144,28456.090144396145,28456.090144396145,28456.090144396145
19041.804119075736,19041.804119075736,19041.804119075736,28456.10645398168,28456.10645398168,28456.10645398168
18945.622881037863,18945.622881037863,18945.622881037863,28456.12503298816,28456.12503298816,28456.12503298816
18851.753354402554,18851.753354402554,18851.753354402554,28456.146197169917,28456.146197169917,28456.146197169917
18760.629507209385,18760.629507209385,18760.629507209385,28456.170306215743,28456.170306215743,28456.170306215743
18672.682764533478,18672.682764533478,18672.682764533478,28456.19776986095,28456.19776986095,28456.19776986095
18588.338728668637,18588.338728668637,18588.338728668637,28456.229054849533,28456.229054849533,28456.229054849533
18508.013851583622,18508.013851583622,18508.013851583622,28456.26469286498,28456.26469286498,28456.26469286498
18432.11209665927,18432.11209665927,18432.11209665927,28456.305289564287,28456.305289564287,28456.305289564287
18361.021627804977,18361.021627804977,18361.021627804977,28456.351534868678,28456.351534868678,28456.351534868678
18295.11156460026,18295.11156460026,18295.11156460026,28456.404214685565,28456.404214685565,28456.404214685565
18234.728842088753,18234.728842088753,18234.728842088753,28456.464224261057,28456.464224261057,28456.464224261057
18180.195213255705,18180.195213255705,18180.195213255705,28456.532583389308,28456.532583389308,28456.532583389308
18131.804431044464,18131.804431044464,18131.804431044464,28456.61045373726,28456.61045373726,28456.61045373726
18089.819645020645,18089.819645020645,18089.819645020645,28456.69915857832,28456.69915857832,28456.69915857832
18054.471045494945,18054.471045494945,18054.471045494945,28456.80020527033,28456.80020527033,28456.80020527033
18025.953785096906,18025.953785096906,18025.953785096906,28456.915310858596,28456.915310858596,28456.915310858596
18004.426204491723,18004.426204491723,18004.426204491723,28457.046431238497,28457.046431238497,28457.046431238497
17990.008385201127,17990.008385201127,17990.008385201127,28457.195794372044,28457.195794372044,28457.195794372044
17982.7810483845,17982.7810483845,17982.7810483845,28457.365938121402,28457.365938121402,28457.365938121402
17982.784814023642,17982.784814023642,17982.784814023642,28457.559753340352,28457.559753340352,28457.559753340352
17990.019830305617,17990.019830305617,17990.019830305617,28457.780532953453,28457.780532953453,28457.780532953453
18004.44577818884,18004.44577818884,18004.44577818884,28458.03202785408,28458.03202785408,28458.03202785408
18025.98225124824,18025.98225124824,18025.98225124824,28458.318510566445,28458.318510566445,28458.318510566445
18054.509506006212,18054.509506006212,18054.509506006212,28458.644847749074,28458.644847749074,28458.644847749074
18089.86957314964,18089.86957314964,18089.86957314964,28459.016582764238,28459.016582764238,28459.016582764238
18131.86771538729,18131.86771538729,18131.86771538729,28459.440029707624,28459.440029707624,28459.440029707624
18180.27421329453,18180.27421329453,18180.27421329453,28459.922380485383,28459.922380485383,28459.922380485383
18234.82645639351,18234.82645639351,18234.82645639351,28460.471826742098,28460.471826742098,28460.471826742098
18295.231312992542,18295.231312992542,18295.231312992542,28461.097698693808,28461.097698693808,28461.097698693808
18361.16774901657,18361.16774901657,18361.16774901657,28461.810623199173,28461.810623199173,28461.810623199173
18432.2896632498,18432.2896632498,18432.2896632498,28462.622703723755,28462.622703723755,28462.622703723755
18508.228904122065,18508.228904122065,18508.228904122065,28463.54772521335,28463.54772521335,28463.54772521335
18588.598431431852,18588.598431431852,18588.598431431852,28464.601387304247,28464.601387304247,28464.601387304247
18672.995585230423,18672.995585230423,18672.995585230423,28465.80156976319,28465.80156976319,28465.80156976319
18761.0054235008,18761.0054235008,18761.0054235008,28467.16863457846,28467.16863457846,28467.16863457846
18852.204090251103,18852.204090251103,18852.204090251103,28468.725769716744,28468.725769716744,28468.725769716744
18946.16217619031,18946.16217619031,18946.16217619031,28470.49938023793,28470.49938023793,28470.49938023793
19042.448035243087,19042.448035243087,19042.448035243087,28472.519533216404,28472.519533216404,28472.519533216404
19140.63102175742,19140.63102175742,19140.63102175742,28474.820463776043,28474.820463776043,28474.820463776043
19240.28461532329,19240.28461532329,19240.28461532329,28477.44115050947,28477.44115050947,28477.44115050947
19340.989402604755,19340.989402604755,19340.989402604755,28480.42596963325,28480.42596963325,28480.42596963325
19442.33588843829,19442.33588843829,19442.33588843829,28483.82543844463,28483.82543844463,28483.82543844463
19543.927111606892,19543.927111606892,19543.927111606892,28487.697059999053,28487.697059999053,28487.697059999053
19645.381044101177,19645.381044101177,19645.381044101177,28492.10628243893,28492.10628243893,28492.10628243893
19746.33275625984,19746.33275625984,19746.33275625984,28497.12758807951,28497.12758807951,28497.12758807951
19846.436333877293,19846.436333877293,19846.436333877293,28502.845729212087,28502.845729212087,28502.845729212087
19945.366537111226,19945.366537111226,19945.366537111226,28509.35712962303,28509.35712962303,28509.35712962303
20042.820194753633,20042.820194753633,20042.820194753633,28516.771473056568,28516.771473056568,28516.771473056568
20138.517331085648,20138.517331085648,20138.517331085648,28525.213502267692,28525.213502267692,28525.213502267692
20232.202026063027,20232.202026063027,20232.202026063027,28534.825054912548,28534.825054912548,28534.825054912548
20323.64301292385,20323.64301292385,20323.64301292385,28545.767365285203,28545.767365285203,28545.767365285203
20412.634020427773,20412.634020427773,20412.634020427773,28558.223663803605,28558.223663803605,28558.223663803605
20498.99386978784,20498.99386978784,20498.99386978784,28572.402109111754,28572.402109111754,28572.402109111754
20582.56633890855,20582.56633890855,20582.56633890855,28588.539090626487,28588.539090626487,28588.539090626487
20663.21980877348,20663.21980877348,20663.21980877348,28606.902942193505,28606.902942193505,28606.902942193505
20740.846708712863,20740.846708712863,20740.846708712863,28627.79811006732,28627.79811006732,28627.79811006732
20815.36277881664,20815.36277881664,20815.36277881664,28651.5698204681,28651.5698204681,28651.5698204681
20886.70616893684,20886.70616893684,20886.70616893684,28678.60929319531,28678.60929319531,28678.60929319531
20954.836394547827,20954.836394547827,20954.836394547827,28709.359547792166,28709.359547792166,28709.359547792166
21019.733170212985,21019.733170212985,21019.733170212985,28744.32184703463,28744.32184703463,28744.32184703463
21081.39514155617,21081.39514155617,21081.39514155617,28784.062818390285,28784.062818390285,28784.062818390285
21139.838536475196,21139.838536475196,21139.838536475196,28829.2222866927,28829.2222866927,28829.2222866927
21195.095755886847,21195.095755886847,21195.095755886847,28880.5218395292,28880.5218395292,28880.5218395292
21247.213923585277,21247.213923585277,21247.213923585277,28938.77412939222,28938.77412939222,28938.77412939222
21296.253413858132,21296.253413858132,21296.253413858132,29004.8928918597,29004.8928918597,29004.8928918597
21342.286374369593,21342.286374369593,21342.286374369593,29079.90362497242,29079.90362497242,29079.90362497242
21385.395260519446,21385.395260519446,21385.395260519446,29164.954829239494,29164.954829239494,29164.954829239494
21425.67139605561,21425.67139605561,21425.67139605561,29261.32964767868,29261.32964767868,29261.32964767868
21463.21357318816,21463.21357318816,21463.21357318816,29370.457668039482,29370.457668039482,29370.457668039482
21498.126703857146,21498.126703857146,21498.126703857146,29493.926551783803,29493.926551783803,29493.926551783803
21530.520532176208,21530.520532176208,21530.520532176208,29633.49303349901,29633.49303349901,29633.49303349901
21560.508416437253,21560.508416437253,21560.508416437253,29791.092687651886,29791.092687651886,29791.092687651886
21588.206187445554,21588.206187445554,21588.206187445554,29968.84768545508,29968.84768545508,29968.84768545508
21613.73108838295,21613.73108838295,21613.73108838295,30169.071563481113,30169.071563481113,30169.071563481113
21637.200799890717,21637.200799890717,21637.200799890717,30394.269800906644,30394.269800906644,30394.269800906644
21658.732552641,21658.732552641,21658.732552641,30647.134761754704,30647.134761754704,30647.134761754704
